,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
135,36,No,Travel_Rarely,Research & Development,6,College,Medical,1,178,Medium,Male,High,Junior,Manufacturing Director,Medium,Divorced,4941,6,No,20,Outstanding,Very High,2,7,0,Better,3,2,0,1
136,51,Yes,Travel_Frequently,Research & Development,8,Masters,Life Sciences,1,179,Low,Male,Low,Senior,Manufacturing Director,Very High,Single,10650,2,No,15,Excellent,Very High,0,18,2,Better,4,2,0,3
137,39,No,Travel_Rarely,Sales,4,Masters,Life Sciences,1,182,Very High,Female,Medium,Junior,Sales Executive,High,Married,5902,4,No,14,Excellent,High,1,17,1,Best,15,11,5,9
138,25,No,Travel_Rarely,Sales,28,Bachelors,Life Sciences,1,183,Low,Male,Medium,Junior,Sales Executive,High,Married,8639,2,No,18,Excellent,Very High,0,6,3,Better,2,2,2,2
139,30,No,Travel_Rarely,Human Resources,9,Bachelors,Human Resources,1,184,High,Male,High,Junior,Human Resources,Very High,Married,6347,0,Yes,19,Excellent,Very High,0,12,2,Bad,11,9,4,7
140,32,Yes,Travel_Rarely,Research & Development,9,Bachelors,Medical,1,190,Low,Female,High,Entry Level,Laboratory Technician,Low,Single,4200,7,No,22,Outstanding,Low,0,10,2,Best,5,4,0,4
141,45,No,Travel_Rarely,Research & Development,29,Bachelors,Medical,1,192,High,Male,High,Entry Level,Research Scientist,Very High,Single,3452,5,No,13,Excellent,Medium,0,9,2,Good,6,5,0,3
142,38,No,Travel_Rarely,Research & Development,3,Phd,Technical Degree,1,193,Very High,Female,High,Junior,Research Scientist,High,Single,4317,3,Yes,20,Outstanding,Medium,0,19,2,Better,3,2,2,2
143,30,No,Travel_Rarely,Research & Development,18,Bachelors,Life Sciences,1,194,Low,Female,High,Entry Level,Research Scientist,High,Single,2632,1,No,14,Excellent,High,0,5,4,Good,5,4,0,4
144,32,No,Travel_Frequently,Sales,9,College,Medical,1,195,Very High,Male,Low,Junior,Sales Executive,Very High,Divorced,4668,0,No,17,Excellent,Very High,3,9,2,Best,8,7,0,7
145,30,No,Travel_Rarely,Research & Development,5,Bachelors,Technical Degree,1,197,Very High,Female,High,Entry Level,Research Scientist,Low,Divorced,3204,5,No,14,Excellent,Very High,1,8,3,Better,3,2,2,2
146,30,No,Travel_Rarely,Research & Development,2,Below College,Medical,1,198,Medium,Male,Medium,Entry Level,Laboratory Technician,Very High,Single,2720,0,No,13,Excellent,Very High,0,6,3,Better,5,3,1,2
147,41,No,Travel_Frequently,Research & Development,10,Bachelors,Life Sciences,1,199,Very High,Male,Medium,Manager,Manager,Low,Divorced,17181,4,No,13,Excellent,Medium,1,21,2,Good,7,6,7,7
148,41,No,Travel_Rarely,Research & Development,9,Masters,Life Sciences,1,200,High,Male,High,Entry Level,Laboratory Technician,Low,Married,2238,2,No,21,Outstanding,Very High,1,7,2,Better,5,0,1,4
149,19,No,Travel_Rarely,Research & Development,3,Below College,Medical,1,201,Medium,Female,High,Entry Level,Laboratory Technician,Medium,Single,1483,1,No,14,Excellent,Very High,0,1,3,Better,1,0,0,0
150,40,No,Travel_Frequently,Research & Development,26,Bachelors,Medical,1,202,Medium,Female,High,Junior,Research Scientist,Medium,Divorced,5605,1,No,11,Excellent,Low,1,20,2,Better,20,7,2,13
151,35,No,Travel_Rarely,Sales,1,Phd,Marketing,1,204,High,Male,High,Senior,Sales Executive,Medium,Married,7295,1,No,13,Excellent,Low,2,10,3,Better,10,8,0,6
152,53,No,Travel_Rarely,Sales,6,College,Marketing,1,205,Medium,Male,High,Junior,Sales Representative,High,Married,2306,2,Yes,20,Outstanding,Very High,1,13,3,Bad,7,7,4,5
153,45,No,Travel_Rarely,Research & Development,9,Bachelors,Life Sciences,1,206,Medium,Male,High,Junior,Laboratory Technician,Medium,Divorced,2348,8,No,18,Excellent,High,1,20,2,Bad,17,9,0,15
154,32,No,Travel_Frequently,Sales,8,Bachelors,Marketing,1,207,Medium,Female,High,Senior,Sales Executive,Very High,Single,8998,1,No,14,Excellent,Very High,0,9,2,Better,9,8,3,7
155,29,No,Non-Travel,Research & Development,1,Below College,Technical Degree,1,208,Very High,Male,High,Junior,Manufacturing Director,High,Married,4319,1,No,13,Excellent,Low,1,10,1,Better,10,7,0,9
156,51,No,Travel_Rarely,Research & Development,7,Masters,Medical,1,211,Medium,Male,Medium,Junior,Manufacturing Director,High,Married,6132,2,No,17,Excellent,High,0,10,2,Better,1,0,0,0
157,58,No,Travel_Rarely,Research & Development,9,Bachelors,Medical,1,214,Medium,Female,Medium,Entry Level,Research Scientist,Medium,Married,3346,4,Yes,20,Outstanding,Medium,1,9,3,Good,1,0,0,0
158,40,No,Travel_Rarely,Sales,4,Masters,Marketing,1,215,High,Male,Medium,Senior,Sales Executive,Very High,Married,10855,7,No,11,Excellent,Low,1,15,2,Good,12,11,2,11
159,34,No,Travel_Frequently,Sales,2,Masters,Marketing,1,216,High,Female,High,Entry Level,Sales Representative,High,Married,2231,6,No,18,Excellent,Very High,1,6,3,Better,4,3,1,2
160,22,No,Travel_Rarely,Research & Development,19,Below College,Medical,1,217,High,Male,High,Entry Level,Research Scientist,Very High,Married,2323,1,No,24,Outstanding,Low,2,2,6,Better,2,2,2,2
161,27,No,Non-Travel,Research & Development,9,Bachelors,Medical,1,218,Very High,Male,High,Entry Level,Research Scientist,Medium,Divorced,2024,6,No,18,Excellent,Very High,1,6,1,Bad,2,2,2,2
162,28,No,Travel_Rarely,Research & Development,21,Bachelors,Medical,1,221,High,Male,High,Entry Level,Research Scientist,Very High,Married,2713,1,No,11,Excellent,High,1,5,2,Bad,5,2,0,2
163,57,No,Travel_Rarely,Research & Development,24,College,Life Sciences,1,223,High,Male,Very High,Senior,Healthcare Representative,Very High,Divorced,9439,3,Yes,16,Excellent,Medium,1,12,2,Bad,5,3,1,4
164,27,No,Non-Travel,Research & Development,3,Bachelors,Medical,1,224,High,Male,Medium,Entry Level,Research Scientist,High,Divorced,2566,1,Yes,15,Excellent,Very High,1,1,2,Good,1,1,0,1
165,50,No,Travel_Rarely,Research & Development,11,Bachelors,Life Sciences,1,226,High,Female,High,Executive,Manager,Medium,Single,19926,3,No,15,Excellent,Medium,0,21,5,Better,5,4,4,4
166,41,No,Travel_Rarely,Research & Development,14,Bachelors,Life Sciences,1,227,Low,Male,High,Entry Level,Research Scientist,High,Divorced,2451,4,No,12,Excellent,Low,1,13,2,Better,9,8,1,8
167,30,No,Travel_Rarely,Sales,5,Bachelors,Life Sciences,1,228,Medium,Female,High,Senior,Sales Executive,Very High,Married,9419,2,No,12,Excellent,High,1,12,2,Better,10,9,7,4
168,38,No,Travel_Rarely,Sales,1,Masters,Life Sciences,1,230,Low,Female,Medium,Junior,Sales Executive,Very High,Single,8686,4,No,22,Outstanding,High,0,12,2,Best,8,3,0,7
169,32,No,Travel_Rarely,Research & Development,6,Phd,Life Sciences,1,231,High,Male,High,Entry Level,Research Scientist,High,Single,3038,3,No,20,Outstanding,Low,0,8,2,Better,5,4,1,4
170,27,No,Travel_Rarely,Research & Development,17,Bachelors,Technical Degree,1,233,High,Male,High,Entry Level,Research Scientist,Medium,Married,3058,0,Yes,16,Excellent,Very High,1,6,3,Good,5,2,1,1
171,19,Yes,Travel_Frequently,Sales,1,Below College,Technical Degree,1,235,High,Female,Low,Entry Level,Sales Representative,Low,Single,2325,0,No,21,Outstanding,Low,0,1,5,Best,0,0,0,0
172,36,No,Travel_Frequently,Research & Development,3,College,Medical,1,238,Very High,Male,High,Entry Level,Laboratory Technician,Medium,Single,2088,4,No,12,Excellent,High,0,13,3,Good,8,7,7,2
173,30,No,Non-Travel,Research & Development,9,Bachelors,Medical,1,239,High,Male,High,Junior,Laboratory Technician,Low,Divorced,3072,1,No,11,Excellent,High,2,12,4,Better,12,9,6,10
174,45,No,Travel_Rarely,Sales,4,College,Life Sciences,1,240,High,Female,High,Junior,Sales Executive,Low,Divorced,5006,4,Yes,11,Excellent,Low,1,9,3,Best,5,4,0,3
175,56,No,Travel_Rarely,Research & Development,8,Bachelors,Life Sciences,1,241,High,Female,High,Entry Level,Research Scientist,Low,Divorced,4257,4,Yes,18,Excellent,High,1,19,3,Better,2,2,2,2
176,33,No,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,1,242,High,Male,High,Entry Level,Research Scientist,Very High,Single,2500,0,No,14,Excellent,Low,0,4,2,Best,3,1,0,2
177,19,Yes,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,1,243,Medium,Male,Medium,Entry Level,Laboratory Technician,Very High,Single,1102,1,No,22,Outstanding,High,0,1,3,Good,1,0,1,0
178,46,No,Travel_Rarely,Sales,1,College,Marketing,1,244,Medium,Female,High,Senior,Sales Executive,Low,Divorced,10453,1,No,25,Outstanding,High,3,24,2,Better,24,13,15,7
179,38,No,Travel_Rarely,Research & Development,9,College,Life Sciences,1,245,High,Female,High,Entry Level,Laboratory Technician,Very High,Single,2288,1,No,12,Excellent,High,0,2,3,Better,2,2,2,1
180,31,No,Travel_Rarely,Research & Development,12,Below College,Medical,1,246,High,Female,High,Entry Level,Research Scientist,Very High,Married,3929,8,Yes,23,Outstanding,High,1,7,0,Better,4,2,0,2
181,34,No,Travel_Rarely,Research & Development,27,College,Medical,1,247,Very High,Female,High,Entry Level,Research Scientist,Medium,Single,2311,2,No,15,Excellent,Very High,0,9,3,Better,3,2,1,2
182,41,Yes,Travel_Rarely,Sales,20,College,Marketing,1,248,Medium,Female,High,Entry Level,Sales Representative,Medium,Single,3140,1,Yes,22,Outstanding,Very High,0,4,5,Good,4,3,0,2
183,50,No,Travel_Rarely,Research & Development,1,Bachelors,Medical,1,249,High,Male,Medium,Entry Level,Laboratory Technician,High,Married,3690,2,No,15,Excellent,Very High,1,5,2,Good,3,2,0,2
184,53,No,Travel_Rarely,Research & Development,13,College,Medical,1,250,Very High,Female,Very High,Junior,Manufacturing Director,Low,Divorced,4450,1,No,11,Excellent,High,2,5,3,Better,4,2,1,3
185,33,No,Travel_Rarely,Research & Development,14,Bachelors,Medical,1,252,Very High,Female,High,Entry Level,Research Scientist,Medium,Married,2756,1,No,13,Excellent,Very High,1,8,5,Better,8,7,1,6
186,40,No,Travel_Rarely,Research & Development,4,Below College,Medical,1,253,Very High,Female,High,Executive,Manager,High,Married,19033,1,No,14,Excellent,Medium,1,21,2,Better,20,8,9,9
187,55,No,Travel_Rarely,Research & Development,14,Masters,Medical,1,254,High,Male,Very High,Executive,Research Director,Medium,Single,18722,8,No,11,Excellent,Very High,0,36,3,Better,24,15,2,15
188,34,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1,256,Very High,Male,Medium,Junior,Manufacturing Director,High,Married,9547,1,No,17,Excellent,High,0,10,2,Good,10,9,1,9
189,51,No,Travel_Rarely,Research & Development,3,Bachelors,Medical,1,258,Very High,Female,High,Manager,Healthcare Representative,Medium,Single,13734,3,No,18,Excellent,High,0,21,6,Better,7,7,1,0
190,52,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,1,259,High,Male,Medium,Executive,Manager,High,Married,19999,0,No,14,Excellent,Low,1,34,5,Better,33,18,11,9
191,27,No,Travel_Rarely,Research & Development,9,Bachelors,Medical,1,260,Very High,Female,High,Entry Level,Research Scientist,Medium,Single,2279,1,No,16,Excellent,Very High,0,7,2,Good,7,7,0,3
192,35,Yes,Travel_Rarely,Research & Development,23,College,Life Sciences,1,261,Medium,Male,Medium,Junior,Manufacturing Director,High,Married,5916,3,Yes,13,Excellent,Low,0,8,1,Better,1,0,0,1
193,43,No,Non-Travel,Research & Development,7,Bachelors,Medical,1,262,Very High,Male,Very High,Entry Level,Research Scientist,Very High,Divorced,2089,4,No,14,Excellent,Very High,3,7,3,Best,5,4,2,2
194,45,No,Non-Travel,Research & Development,2,College,Medical,1,264,Low,Male,Medium,Manager,Manager,Very High,Married,16792,9,No,23,Outstanding,Very High,1,22,1,Better,20,8,11,8
195,37,No,Travel_Rarely,Research & Development,21,Bachelors,Life Sciences,1,267,Medium,Male,Very High,Entry Level,Research Scientist,Low,Married,3564,1,Yes,12,Excellent,Low,1,8,3,Good,8,7,1,7
196,35,No,Travel_Frequently,Research & Development,2,Bachelors,Medical,1,269,Medium,Female,High,Junior,Laboratory Technician,Medium,Single,4425,5,No,11,Excellent,Very High,0,10,5,Better,6,2,1,2
197,42,No,Non-Travel,Research & Development,21,College,Medical,1,270,High,Female,High,Junior,Manufacturing Director,High,Divorced,5265,2,No,16,Excellent,Medium,1,11,5,Better,5,3,0,2
198,38,No,Travel_Rarely,Research & Development,2,Masters,Life Sciences,1,271,Very High,Male,High,Junior,Manufacturing Director,High,Married,6553,9,No,14,Excellent,Medium,0,14,3,Better,1,0,0,0
199,38,No,Travel_Rarely,Research & Development,29,Bachelors,Technical Degree,1,273,Very High,Male,High,Junior,Manufacturing Director,Very High,Married,6261,3,No,18,Excellent,Low,1,9,3,Bad,7,7,1,7
200,27,No,Travel_Frequently,Research & Development,1,Below College,Technical Degree,1,274,High,Male,Medium,Junior,Manufacturing Director,Low,Married,4298,5,No,19,Excellent,High,1,6,1,Better,2,2,2,0
201,49,No,Non-Travel,Research & Development,18,Masters,Life Sciences,1,275,Very High,Male,High,Junior,Manufacturing Director,Very High,Divorced,6804,1,Yes,15,Excellent,Low,2,7,0,Better,7,7,1,7
202,34,No,Travel_Frequently,Research & Development,10,Masters,Medical,1,277,Very High,Male,High,Entry Level,Research Scientist,High,Divorced,3815,1,Yes,17,Excellent,Very High,1,5,4,Best,5,3,2,0
203,40,No,Travel_Rarely,Research & Development,19,College,Medical,1,281,High,Male,High,Junior,Laboratory Technician,Very High,Married,2741,8,Yes,15,Excellent,High,1,15,2,Best,7,2,3,7
204,38,Yes,Travel_Rarely,Research & Development,29,Below College,Medical,1,282,Medium,Male,High,Junior,Healthcare Representative,Low,Married,6673,7,Yes,19,Excellent,Medium,0,17,2,Better,1,0,0,0
205,29,Yes,Travel_Rarely,Sales,27,Bachelors,Marketing,1,283,Medium,Female,High,Senior,Sales Executive,Very High,Married,7639,1,No,22,Outstanding,Very High,3,10,3,Good,10,4,1,9
206,22,No,Travel_Rarely,Research & Development,5,Bachelors,Life Sciences,1,284,Very High,Male,Very High,Entry Level,Research Scientist,Medium,Divorced,2328,1,Yes,16,Excellent,Low,1,4,2,Good,4,2,2,2
207,36,No,Travel_Frequently,Research & Development,18,Below College,Medical,1,286,Medium,Female,High,Entry Level,Laboratory Technician,Very High,Single,2153,1,No,13,Excellent,Low,0,8,2,Better,8,1,1,7
208,40,No,Non-Travel,Research & Development,9,Phd,Life Sciences,1,287,Very High,Male,Medium,Junior,Healthcare Representative,Very High,Married,4876,9,No,14,Excellent,Very High,1,5,5,Bad,3,2,0,2
209,46,No,Travel_Rarely,Research & Development,1,Masters,Medical,1,288,Very High,Male,High,Senior,Healthcare Representative,Low,Divorced,9396,7,No,16,Excellent,High,1,17,3,Better,4,2,0,3
210,32,Yes,Travel_Rarely,Sales,4,Masters,Medical,1,291,Very High,Male,Low,Senior,Sales Executive,Very High,Married,10400,1,No,11,Excellent,High,0,14,2,Good,14,8,9,8
211,30,No,Non-Travel,Research & Development,1,Below College,Life Sciences,1,292,High,Male,Medium,Senior,Manufacturing Director,High,Single,8474,1,No,22,Outstanding,High,0,12,2,Better,11,8,5,8
212,27,No,Travel_Frequently,Sales,20,Bachelors,Life Sciences,1,293,Very High,Female,High,Junior,Sales Executive,High,Single,9981,1,No,14,Excellent,Very High,0,7,2,Better,7,7,0,7
213,51,No,Travel_Rarely,Research & Development,8,Masters,Life Sciences,1,296,Medium,Male,Medium,Senior,Research Director,Medium,Married,12490,5,No,16,Excellent,Very High,2,16,5,Bad,10,9,4,7
214,30,Yes,Travel_Rarely,Research & Development,3,Bachelors,Technical Degree,1,297,Very High,Female,High,Entry Level,Research Scientist,Low,Single,2657,5,Yes,11,Excellent,High,0,8,5,Better,5,2,0,4
215,41,No,Travel_Rarely,Sales,6,Bachelors,Life Sciences,1,298,Very High,Female,High,Senior,Manager,Very High,Single,13591,3,Yes,18,Excellent,High,0,16,3,Better,1,0,0,0
216,30,Yes,Travel_Frequently,Sales,26,Masters,Marketing,1,299,High,Female,Medium,Junior,Sales Executive,Low,Single,6696,5,No,15,Excellent,High,0,9,5,Good,6,3,0,1
217,29,Yes,Travel_Rarely,Research & Development,1,Bachelors,Technical Degree,1,300,High,Male,High,Entry Level,Research Scientist,High,Single,2058,0,No,14,Excellent,Very High,0,7,1,Good,6,2,1,5
218,45,No,Non-Travel,Sales,6,Bachelors,Medical,1,302,Very High,Female,Medium,Senior,Sales Executive,Very High,Single,8865,6,No,12,Excellent,Very High,0,23,2,Better,19,7,12,8
219,54,No,Travel_Rarely,Sales,3,Bachelors,Marketing,1,303,Very High,Female,High,Junior,Sales Executive,Low,Married,5940,2,No,14,Excellent,Very High,1,16,4,Better,6,2,0,5
220,36,No,Travel_Rarely,Research & Development,5,College,Life Sciences,1,304,Very High,Male,High,Junior,Laboratory Technician,Medium,Single,5914,8,No,16,Excellent,Very High,0,16,3,Best,13,11,3,7
221,33,No,Travel_Rarely,Research & Development,4,Masters,Medical,1,305,High,Female,Medium,Entry Level,Research Scientist,Medium,Married,2622,6,No,21,Outstanding,Very High,0,7,3,Better,3,2,1,1
222,37,No,Travel_Frequently,Research & Development,11,Bachelors,Other,1,306,Medium,Male,High,Senior,Research Director,Very High,Divorced,12185,1,Yes,14,Excellent,High,3,10,1,Better,10,8,0,7
223,38,No,Travel_Rarely,Sales,3,Bachelors,Life Sciences,1,307,Low,Male,High,Senior,Sales Executive,High,Divorced,10609,0,No,12,Excellent,High,2,17,6,Good,16,10,5,13
224,31,No,Non-Travel,Research & Development,1,Masters,Medical,1,308,High,Male,Low,Junior,Manufacturing Director,High,Married,4345,0,No,12,Excellent,Very High,1,6,2,Better,5,4,1,4
225,59,No,Travel_Rarely,Research & Development,3,Bachelors,Life Sciences,1,309,High,Male,Medium,Entry Level,Research Scientist,Very High,Married,2177,3,No,17,Excellent,Low,1,7,6,Better,1,0,0,0
226,37,No,Travel_Frequently,Sales,4,Masters,Marketing,1,311,Low,Male,High,Entry Level,Sales Representative,Very High,Divorced,2793,4,No,17,Excellent,High,1,13,2,Better,9,8,5,8
227,29,No,Travel_Frequently,Sales,1,Below College,Medical,1,312,Medium,Female,High,Senior,Sales Executive,Very High,Married,7918,1,No,14,Excellent,Very High,1,11,5,Better,11,10,4,1
228,35,No,Travel_Frequently,Sales,1,Bachelors,Marketing,1,314,High,Female,High,Senior,Sales Executive,High,Single,8789,1,No,14,Excellent,Low,0,10,3,Best,10,7,0,8
229,29,Yes,Travel_Rarely,Research & Development,18,Below College,Medical,1,315,High,Male,Medium,Entry Level,Research Scientist,Very High,Single,2389,1,Yes,13,Excellent,High,0,4,3,Good,4,3,0,1
230,52,No,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,1,316,High,Female,Medium,Entry Level,Laboratory Technician,Very High,Single,3212,7,No,15,Excellent,Medium,0,6,3,Good,2,2,2,2
231,42,No,Travel_Rarely,Research & Development,4,College,Technical Degree,1,319,High,Male,High,Executive,Manager,Very High,Married,19232,1,No,11,Excellent,Very High,0,22,3,Better,22,17,11,15
232,59,No,Travel_Rarely,Human Resources,6,College,Medical,1,321,Medium,Male,High,Entry Level,Human Resources,High,Married,2267,8,No,17,Excellent,Very High,0,7,2,Good,2,2,2,2
233,50,No,Travel_Rarely,Sales,1,Masters,Medical,1,323,Very High,Female,High,Executive,Manager,Very High,Divorced,19517,3,No,11,Excellent,High,1,32,3,Good,7,0,0,6
234,33,Yes,Travel_Rarely,Research & Development,14,Bachelors,Medical,1,325,High,Male,High,Entry Level,Laboratory Technician,Very High,Married,2436,5,Yes,13,Excellent,High,1,8,2,Bad,5,4,0,4
235,43,No,Travel_Rarely,Sales,16,Bachelors,Marketing,1,327,Very High,Female,High,Manager,Manager,Very High,Married,16064,5,Yes,22,Outstanding,High,1,22,3,Better,17,13,1,9
236,33,Yes,Travel_Rarely,Research & Development,2,College,Life Sciences,1,328,Low,Female,High,Entry Level,Laboratory Technician,Low,Married,2707,7,No,20,Outstanding,Low,0,13,3,Best,9,7,1,7
237,52,No,Non-Travel,Sales,2,Masters,Life Sciences,1,329,Low,Male,Medium,Executive,Manager,High,Single,19068,1,Yes,18,Excellent,Very High,0,33,2,Best,33,7,15,12
238,32,No,Travel_Rarely,Sales,4,College,Life Sciences,1,330,High,Female,High,Entry Level,Sales Representative,Medium,Married,3931,2,No,11,Excellent,Low,1,6,5,Better,4,3,1,2
239,32,Yes,Travel_Rarely,Research & Development,1,Bachelors,Life Sciences,1,331,Very High,Male,Medium,Entry Level,Laboratory Technician,High,Single,3730,0,Yes,14,Excellent,Very High,0,4,2,Bad,3,2,1,2
240,39,No,Travel_Rarely,Research & Development,1,Masters,Medical,1,332,High,Female,High,Entry Level,Laboratory Technician,High,Divorced,2232,7,No,14,Excellent,High,3,7,1,Better,3,2,1,2
